002272	American Micro-Fuel Device Corp.
F095F1	Carl Zeiss AG
00F48D	Liteon Technology Corporation
702ED9	Guangzhou Shiyuan Electronics Co., Ltd.
70192F	HUAWEI TECHNOLOGIES CO.,LTD
10C22F	China Entropy Co., Ltd.
BC3865	JWCNETWORKS
04EB40	Cisco Systems, Inc
18A7F1	Qingdao Haier Technology Co.,Ltd
90E17B	Apple, Inc.
D81C79	Apple, Inc.
58E6BA	Apple, Inc.
44E4EE	Wistron Neweb Corporation
DC41E5	Shenzhen Zhixin Data Service Co., Ltd.
00A5BF	Cisco Systems, Inc
C8BAE9	QDIS
1801F1	Xiaomi Communications Co Ltd
C44F33	Espressif Inc.
546AD8	Elster Water Metering
C0847D	AMPAK Technology, Inc.
0409A5	HFR, Inc.
94917F	ASKEY COMPUTER CORP
9C0CDF	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
242124	Nokia
949B2C	Extreme Networks, Inc.
7CD30A	INVENTEC CORPORATION
001E33	INVENTEC CORPORATION
FC1D84	Autobase
18AC9E	ITEL MOBILE LIMITED
EC84B4	CIG SHANGHAI CO LTD
00D096	3COM EUROPE LTD
002654	3COM
0050DA	3COM
000476	3COM
000475	3COM
4422F1	S.FAC, INC
3009F9	IEEE Registration Authority
B4DDD0	Continental Automotive Hungary Kft
48F027	Chengdu newifi Co.,Ltd
14C697	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
7C03AB	Xiaomi Communications Co Ltd
DC16B2	HUAWEI TECHNOLOGIES CO.,LTD
24FB65	HUAWEI TECHNOLOGIES CO.,LTD
0CB527	HUAWEI TECHNOLOGIES CO.,LTD
B42E99	GIGA-BYTE TECHNOLOGY CO.,LTD.
342CC4	Compal Broadband Networks, Inc.
14E9B2	Fiberhome Telecommunication Technologies Co.,LTD
C8544B	Zyxel Communications Corporation
D07FA0	Samsung Electronics Co.,Ltd
009093	EIZO Corporation
4C1159	Vision Information & Communications
00049F	Freescale Semiconductor
00D07B	COMCAM INTERNATIONAL INC
E4FC82	Juniper Networks
00B5D0	Samsung Electronics Co.,Ltd
1496E5	Samsung Electronics Co.,Ltd
C46E7B	SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.
C048FB	Shenzhen JingHanDa Electronics Co.Ltd
20E882	zte corporation
F09FFC	SHARP Corporation
0CB5DE	Alcatel Lucent
000B3B	devolo AG
240588	Google, Inc.
50DCFC	ECOCOM
700B01	Sagemcom Broadband SAS
5C2623	WaveLynx Technologies Corporation
303855	Nokia Corporation
00B670	Cisco Systems, Inc
AC6417	Siemens AG
347916	HUAWEI TECHNOLOGIES CO.,LTD
3466EA	VERTU INTERNATIONAL CORPORATION LIMITED
28385C	FLEXTRONICS
0C1C57	Texas Instruments
806FB0	Texas Instruments
883F99	Siemens AG
EC6F0B	FADU, Inc.
0006EC	Harris Corporation
7C6DA6	Superwave Group LLC
D016B4	HUAWEI TECHNOLOGIES CO.,LTD
20A8B9	SIEMENS AG
F0F08F	Nextek Solutions Pte Ltd
8CB0E9	Samsung Electronics.,LTD
1C3947	COMPAL INFORMATION (KUNSHAN) CO., LTD.
342792	FREEBOX SAS
40A108	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
705AB6	COMPAL INFORMATION (KUNSHAN) CO., LTD.
201A06	COMPAL INFORMATION (KUNSHAN) CO., LTD.
F8A963	COMPAL INFORMATION (KUNSHAN) CO., LTD.
DC0EA1	COMPAL INFORMATION (KUNSHAN) CO., LTD.
B870F4	COMPAL INFORMATION (KUNSHAN) CO., LTD.
009D6B	Murata Manufacturing Co., Ltd.
745933	Danal Entertainment
EC58EA	Ruckus Wireless
7C9A54	Technicolor CH USA Inc.
388B59	Google, Inc.
880118	BLT Co
A42618	Integrated Device Technology (Malaysia) Sdn. Bhd.
A46191	NamJunSa
84A24D	Birds Eye Systems Private Limited
7C6B9C	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
0017B6	Aquantia Corporation
105917	Tonal
D0EFC1	HUAWEI TECHNOLOGIES CO.,LTD
D45251	IBT Ingenieurbureau Broennimann Thun
0018B5	Magna Carta
D87EB1	x.o.ware, inc.
485702	HUAWEI TECHNOLOGIES CO.,LTD
644F42	JETTER CO., Ltd.
DCAF68	WEIFANG GOERTEK ELECTRONICS CO.,LTD
24EC51	ADF Technologies Sdn Bhd
7089CC	China Mobile Group Device Co.,Ltd.
2C5BE1	Centripetal Networks, Inc
DCEFCA	Murata Manufacturing Co., Ltd.
00BC60	Cisco Systems, Inc
CC7B61	NIKKISO CO., LTD.
9C713A	HUAWEI TECHNOLOGIES CO.,LTD
2C97B1	HUAWEI TECHNOLOGIES CO.,LTD
A89969	Dell Inc.
A4EA8E	Extreme Networks, Inc.
882D53	Baidu Online Network Technology (Beijing) Co., Ltd.
00D0B5	IPricot formerly DotCom
746BAB	GUANGDONG ENOK COMMUNICATION CO., LTD
7829ED	ASKEY COMPUTER CORP
5061BF	Cisco Systems, Inc
0009DF	Vestel Elektronik San ve Tic. A.Ş.
F4032F	Reduxio Systems
944A0C	Sercomm Corporation.
000FA2	2xWireless
108EE0	Samsung Electronics Co.,Ltd
FCA621	Samsung Electronics Co.,Ltd
8CF228	MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
700F6A	Cisco Systems, Inc
000BB2	SMALLBIG TECHNOLOGY
00305E	Abelko Innovation
FC6BF0	TOPWELL INTERNATIONAL HOLDINDS LIMITED
001477	Trilliant
00079B	Aurora Networks
544810	Dell Inc.
54B203	PEGATRON CORPORATION
3868DD	INVENTEC CORPORATION
B8B7F1	Wistron Neweb Corporation
8050F6	ITEL MOBILE LIMITED
A8CAB9	SAMSUNG ELECTRO MECHANICS CO., LTD.
203956	HMD Global Oy
78AFE4	Comau S.p.A
90A137	Beijing Splendidtel Communication Technology Co,. Ltd
80029C	Gemtek Technology Co., Ltd.
D0C5D3	AzureWave Technology Inc.
14169E	Wingtech Group (HongKong）Limited
F8C39E	HUAWEI TECHNOLOGIES CO.,LTD
E8D099	Fiberhome Telecommunication Technologies Co.,LTD
107BA4	Olive & Dove Co.,Ltd.
7C41A2	Nokia
BC325F	Zhejiang Dahua Technology Co., Ltd.
505BC2	Liteon Technology Corporation
6C21A2	AMPAK Technology, Inc.
9C2F73	Universal Tiancheng Technology (Beijing) Co., Ltd.
D832E3	Xiaomi Communications Co Ltd
9487E0	Xiaomi Communications Co Ltd
38AF29	Zhejiang Dahua Technology Co., Ltd.
C88629	Shenzhen Duubee Intelligent Technologies Co.,LTD.
CCC2E0	Raisecom Technology CO., LTD
300AC5	Ruio telecommunication technologies Co., Limited
00E065	OPTICAL ACCESS INTERNATIONAL
4466FC	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
A028ED	HMD Global Oy
AC5474	China Mobile IOT Company Limited
8C1CDA	IEEE Registration Authority
0007A8	Haier Group Technologies Ltd
9814D2	Avonic
1409DC	HUAWEI TECHNOLOGIES CO.,LTD
EC9365	Mapper.ai, Inc.
C4BAA3	Beijing Winicssec Technologies Co., Ltd.
9CFEA1	Fiberhome Telecommunication Technologies Co.,LTD
D88A3B	UNIT-EM
EC5A86	Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd
C0EEB5	Enice Network.
60DEF3	HUAWEI TECHNOLOGIES CO.,LTD
50A009	Xiaomi Communications Co Ltd
88964E	ARRIS Group, Inc.
883F4A	Texas Instruments
9CA615	TP-LINK TECHNOLOGIES CO.,LTD.
E44E76	CHAMPIONTECH  ENTERPRISE (SHENZHEN) INC
004098	DRESSLER GMBH & CO.
001DFA	Fujian LANDI Commercial Equipment Co.,Ltd
9CE65E	Apple, Inc.
C49880	Apple, Inc.
E0338E	Apple, Inc.
08F69C	Apple, Inc.
04FA83	Qingdao Haier Technology Co.,Ltd
D076E7	TP-LINK TECHNOLOGIES CO.,LTD.
50A67F	Apple, Inc.
D461DA	Apple, Inc.
F01898	Apple, Inc.
881908	Apple, Inc.
5C0947	Apple, Inc.
14205E	Apple, Inc.
B841A4	Apple, Inc.
00165C	Trackflow Ltd.
641CAE	Samsung Electronics Co.,Ltd
F8E44E	MCOT INC.
40CD7A	Qingdao Hisense Communications Co.,Ltd.
DC4EF4	Shenzhen MTN Electronics CO., Ltd
F08173	Amazon Technologies Inc.
EC65CC	Panasonic Automotive Systems Company of America
949990	VTC Telecommunications
F4BC97	Shenzhen Crave Communication Co., LTD
28FEDE	COMESTA, Inc.
907910	Integrated Device Technology (Malaysia) Sdn. Bhd.
003DE8	LG Electronics (Mobile Communications)
68FEDA	Fiberhome Telecommunication Technologies Co.,LTD
E8986D	Palo Alto Networks
144E34	Remote Solution
00508B	Hewlett Packard
146B9C	SHENZHEN BILIAN ELECTRONIC CO.，LTD
948DEF	Oetiker Schweiz AG
2CD974	Hui Zhou Gaoshengda Technology Co.,LTD
D4F786	Fiberhome Telecommunication Technologies Co.,LTD
3403DE	Texas Instruments
240A63	ARRIS Group, Inc.
F88B37	ARRIS Group, Inc.
20677C	Hewlett Packard Enterprise
34D712	Smartisan Digital Co., Ltd
A06610	FUJITSU LIMITED
44FFBA	zte corporation
E0E62E	TCT mobile ltd
E42D7B	China Mobile IOT Company Limited
C464E3	Texas Instruments
8817A3	Integrated Device Technology (Malaysia) Sdn. Bhd.
88A9A7	IEEE Registration Authority
EC8914	HUAWEI TECHNOLOGIES CO.,LTD
B89436	HUAWEI TECHNOLOGIES CO.,LTD
501479	iRobot Corporation
6084BD	BUFFALO.INC
347ECA	NEXTWILL
B42EF8	Eline Technology co.Ltd
A4D4B2	Shenzhen MeiG Smart Technology Co.,Ltd
8CF773	Nokia
DCDD24	Energica Motor Company SpA
641CB0	Samsung Electronics Co.,Ltd
903A72	Ruckus Wireless
CC3B58	Curiouser Products Inc
4CEFC0	Amazon Technologies Inc.
8C5973	Zyxel Communications Corporation
24181D	SAMSUNG ELECTRO-MECHANICS(THAILAND)
58D759	HUAWEI TECHNOLOGIES CO.,LTD
F89066	Nain Inc.
7006AC	Eastcompeace Technology Co., Ltd
2802D8	Samsung Electronics Co.,Ltd
DCE533	IEEE Registration Authority
D8445C	DEV Tecnologia Ind Com Man Eq LTDA
509551	ARRIS Group, Inc.
804126	HUAWEI TECHNOLOGIES CO.,LTD
ACF970	HUAWEI TECHNOLOGIES CO.,LTD
7C3953	zte corporation
38E1AA	zte corporation
48C796	Samsung Electronics Co.,Ltd
F4C248	Samsung Electronics Co.,Ltd
F47190	Samsung Electronics Co.,Ltd
C4FFBC	IEEE Registration Authority
0C2369	Honeywell SPS
04C9D9	Dish Technologies Corp
7055F8	Cerebras Systems Inc
6C54CD	LAMPEX ELECTRONICS LIMITED
000889	Dish Technologies Corp
F0B5B7	Disruptive Technologies Research AS
B4DEDF	zte corporation
D4909C	Apple, Inc.
E4E0A6	Apple, Inc.
580454	ICOMM HK LIMITED
3C9A77	Technicolor CH USA Inc.
C477AF	Advanced Digital Broadcast SA
94290C	Shenyang wisdom Foundation Technology Development Co., Ltd.
9C32CE	CANON INC.
20E09C	Nokia
2CFDA1	ASUSTek COMPUTER INC.
3807D4	Zeppelin Systems GmbH
04197F	Grasphere Japan
5C0038	Viasat Group S.p.A.
8CEC4B	Dell Inc.
005091	NETACCESS, INC.
B85001	Extreme Networks, Inc.
802BF9	Hon Hai Precision Ind. Co.,Ltd.
54B802	Samsung Electronics Co.,Ltd
10CEA9	Texas Instruments
805E0C	YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD.
6C49C1	o2ones Co., Ltd.
70EEA3	Eoptolink Technology Inc. Ltd,
7047E9	vivo Mobile Communication Co., Ltd.
5C521E	Nintendo Co.,Ltd
14444A	Apollo Seiko Ltd.
3C2C99	Edgecore Networks Corporation
88D039	TCL Technoly Electronics(Huizhou).,Ltd
683E02	SIEMENS AG, Digital Factory, Motion Control System
000261	Tilgin AB
0014C3	Seagate Technology
0004CF	Seagate Technology
002037	Seagate Technology
5C81A7	Network Devices Pty Ltd
5C0C0E	Guizhou Huaxintong Semiconductor Technology Co Ltd
503CEA	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
D096FB	DASAN Network Solutions
00E091	LG Electronics
38437D	Compal Broadband Networks, Inc.
506F98	Sehaj Synergy Technologies Private Limited
4CAE1C	SaiNXT Technologies LLP
142882	MIDICOM ELECTRONICS CO.LTD
EC8193	Logitech, Inc
6CDD30	Cisco Systems, Inc
6C4E86	Third Millennium Systems Ltd.
5C86C1	DONGGUAN SOLUM ELECTRONICS CO.,LTD
5C7776	TCT mobile ltd
70E56E	Texas Instruments
547DCD	Texas Instruments
00AECD	Pensando Systems
FC9DD8	Beijing TongTongYiLian Science and Technology Ltd.
DC2834	HAKKO Corporation
84509A	Easy Soft TV Co., Ltd
001730	Automation Electronics
30E48E	Vodafone UK
449160	Murata Manufacturing Co., Ltd.
B4F1DA	LG Electronics (Mobile Communications)
C863F1	Sony Interactive Entertainment Inc.
DCE1AD	Shenzhen Wintop Photoelectric Technology Co., Ltd
948854	Texas Instruments
001D0D	Sony Interactive Entertainment Inc.
B0FC36	CyberTAN Technology Inc.
001DF4	Magellan Technology Pty Limited
6C05D5	Ethertronics Inc
0019C2	Equustek Solutions, Inc.
ECB0E1	Ciena Corporation
78DDD9	Guangzhou Shiyuan Electronics Co., Ltd.
F8B7E2	Cisco Systems, Inc
F82055	Green Information System
74E19A	Fiberhome Telecommunication Technologies Co.,LTD
000097	Dell EMC
8CCF09	Dell EMC
8C839D	SHENZHEN XINYUPENG ELECTRONIC TECHNOLOGY CO., LTD
B0C19E	zte corporation
0C3747	zte corporation
ACA667	Electronic Systems Protection, Inc.
0081F9	Texas Instruments
ECB5FA	Philips Lighting BV
44CD0E	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD.
E8825B	ARRIS Group, Inc.
70991C	Shenzhen Honesty Electronics Co.,Ltd
80B03D	Apple, Inc.
E49ADC	Apple, Inc.
ACE4B5	Apple, Inc.
D0D2B0	Apple, Inc.
001CAE	WiChorus, Inc.
7CDD76	Suzhou Hanming Technologies Co., Ltd.
246880	Braveridge.co.,ltd.
E8DF70	AVM Audiovisuelles Marketing und Computersysteme GmbH
28AD3E	Shenzhen TONG BO WEI Technology CO.,LTD
001C56	Pado Systems, Inc.
F06D78	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
7844FD	TP-LINK TECHNOLOGIES CO.,LTD.
707D95	Shenzhen City LinwlanTechnology Co. Ltd.
2C431A	Shenzhen YOUHUA Technology Co., Ltd
A8D3C8	Topcon Electronics GmbH & Co. KG
D05995	Fiberhome Telecommunication Technologies Co.,LTD
18CC88	Hitachi Johnson Controls Air
80C755	Panasonic Appliances Company
F0BD2E	H+S Polatis Ltd
746EE4	Asia Vital Components Co.,Ltd.
0040E4	E-M TECHNOLOGY, INC.
984B4A	ARRIS Group, Inc.
E084F3	High Grade Controls Corporation
38A6CE	BSkyB Ltd
70708B	Cisco Systems, Inc
389F5A	C-Kur TV Inc.
D843ED	Suzuken
BC4101	Shenzhen TINNO Mobile Technology Corp.
043A0D	SM Optics S.r.l.
448F17	Samsung Electronics Co., Ltd. ARTIK
00FC8B	Amazon Technologies Inc.
0076B1	Somfy-Protect By Myfox SAS
6CC147	Xiamen Hanin Electronic Technology Co., Ltd
A072E4	NJ SYSTEM CO.,LTD
4C1365	Emplus Technologies
CCF957	u-blox AG
0C62A6	Hui Zhou Gaoshengda Technology Co.,LTD
18132D	zte corporation
74D21D	HUAWEI TECHNOLOGIES CO.,LTD
1878D4	Verizon
B8D94D	Sagemcom Broadband SAS
3890A5	Cisco Systems, Inc
C0742B	SHENZHEN XUNLONG SOFTWARE CO.,LIMITED
5C6776	IDS Imaging Development Systems GmbH
44EAD8	Texas Instruments
189BA5	IEEE Registration Authority
1C7022	Murata Manufacturing Co., Ltd.
CC9891	Cisco Systems, Inc
28BF89	Fiberhome Telecommunication Technologies Co.,LTD
903DBD	SECURE METERS LIMITED
002294	KYOCERA CORPORATION
3889DC	Opticon Sensors Europe B.V.
8C4500	Murata Manufacturing Co., Ltd.
1CDDEA	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
940006	jinyoung
20040F	Dell Inc.
A43412	Thales Alenia Space
8C8590	Apple, Inc.
BC88C3	Ningbo Dooya Mechanic & Electronic Technology Co., Ltd
38CD07	Beijing FaceCam Technology Co., Ltd.
00D060	Panasonic Europe Ltd.
ECFA03	FCA
6C96CF	Apple, Inc.
681F40	Blu Wireless Technology Ltd
90ADF7	vivo Mobile Communication Co., Ltd.
40CE24	Cisco Systems, Inc
3432E6	Panasonic Industrial Devices Europe GmbH
40017A	Cisco Systems, Inc
78886D	Apple, Inc.
20EE28	Apple, Inc.
B4F61C	Apple, Inc.
08F4AB	Apple, Inc.
FC017C	Hon Hai Precision Ind. Co.,Ltd.
90324B	Hon Hai Precision Ind. Co.,Ltd.
602E20	HUAWEI TECHNOLOGIES CO.,LTD
E472E2	HUAWEI TECHNOLOGIES CO.,LTD
00127D	MobileAria
F86465	Anova Applied Electronics, Inc.
002060	ALCATEL ITALIA S.p.A.
508F4C	Xiaomi Communications Co Ltd
A47758	Ningbo Freewings Technologies Co.,Ltd
58A0CB	TrackNet, Inc
E06089	Cloudleaf, Inc.
783690	Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd
BC54FC	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
0C4B54	TP-LINK TECHNOLOGIES CO.,LTD.
E4F004	Dell Inc.
94E36D	Texas Instruments
F0F8F2	Texas Instruments
341513	Texas Instruments
74819A	PT. Hartono Istana Teknologi
283545	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
044F4C	HUAWEI TECHNOLOGIES CO.,LTD
18B81F	ARRIS Group, Inc.
1C151F	HUAWEI TECHNOLOGIES CO.,LTD
008BFC	mixi,Inc.
A82BB5	Edgecore Networks Corporation
E8E1E2	Energotest
7811DC	XIAOMI Electronics,CO.,LTD
D463C6	Motorola Mobility LLC, a Lenovo Company
F844E3	Taicang T&W Electronics
24A534	SynTrust Tech International Ltd.
C444A0	Cisco Systems, Inc
18742E	Amazon Technologies Inc.
90A365	HMD Global Oy
DC44B6	Samsung Electronics Co.,Ltd
1007B6	Samsung Electronics Co.,Ltd
342D0D	Samsung Electronics Co.,Ltd
A44CC8	Dell Inc.
D837BE	SHENZHEN GONGJIN ELECTRONICS CO.,LT
D4684D	Ruckus Wireless
8C0C90	Ruckus Wireless
6CAAB3	Ruckus Wireless
001392	Ruckus Wireless
085114	QINGDAO TOPSCOMM COMMUNICATION CO., LTD
D05A00	Technicolor CH USA Inc.
70788B	vivo Mobile Communication Co., Ltd.
4859A4	zte corporation
54BD79	Samsung Electronics Co.,Ltd
A0423F	Tyan Computer Corp
70F11C	Shenzhen Ogemray Technology Co.,Ltd
7065A3	Kandao lightforge Co., Ltd.
14144B	Ruijie Networks Co.,LTD
74D0DC	Ericsson AB
C08ADE	Ruckus Wireless
001D2E	Ruckus Wireless
B4E62A	LG Innotek
A0C5F2	IEEE Registration Authority
A86B7C	SHENZHEN FENGLIAN TECHNOLOGY CO., LTD.
B03956	NETGEAR
3C0CDB	UNIONMAN TECHNOLOGY CO.,LTD
EC42B4	ADC Corporation
60DA83	Hangzhou H3C Technologies Co., Limited
2C5731	Wingtech Group (HongKong）Limited
CC4639	WAAV, Inc.
AC9E17	ASUSTek COMPUTER INC.
641666	Nest Labs Inc.
D8DF7A	Quest Software, Inc.
145BE1	nyantec GmbH
A0239F	Cisco Systems, Inc
70F35A	Cisco Systems, Inc
A0341B	Adero Inc
A0AFBD	Intel Corporate
7C8BCA	TP-LINK TECHNOLOGIES CO.,LTD.
B04E26	TP-LINK TECHNOLOGIES CO.,LTD.
B089C2	Zyptonite
F023B9	IEEE Registration Authority
FC4DD4	Universal Global Scientific Industrial Co., Ltd.
A4F4C2	VNPT TECHNOLOGY
8C147D	IEEE Registration Authority
30074D	SAMSUNG ELECTRO-MECHANICS(THAILAND)
1C1FD4	LifeBEAM Technologies LTD
009AD2	Cisco Systems, Inc
447F77	Connected Home
E8B6C2	Juniper Networks
947BE7	Samsung Electronics Co.,Ltd
5092B9	Samsung Electronics Co.,Ltd
DC74A8	Samsung Electronics Co.,Ltd
E83935	Hewlett Packard
00180A	Cisco Meraki
5C6A80	Zyxel Communications Corporation
D860B3	Guangdong Global Electronic Technology CO.，LTD
64351C	e-CON SYSTEMS INDIA PVT LTD
60BA18	nextLAP GmbH
44AA50	Juniper Networks
84CD62	ShenZhen IDWELL Technology CO.,Ltd
A8D579	Beijing Chushang Science and Technology Co.,Ltd
4448C1	Hewlett Packard Enterprise
481063	NTT Innovation Institute, Inc.
A08E78	Sagemcom Broadband SAS
88D50C	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
D428D5	TCT mobile ltd
9CAF6F	ITEL MOBILE LIMITED
FC539E	Shanghai Wind Technologies Co.,Ltd
605317	Sandstone Technologies
907065	Texas Instruments
18A958	PROVISION THAI CO., LTD.
74C9A3	Fiberhome Telecommunication Technologies Co.,LTD
EC8A4C	zte corporation
D45F25	Shenzhen YOUHUA Technology Co., Ltd
40C8CB	AM Telecom co., Ltd.
2CABEB	Cisco Systems, Inc
B4C6F8	Axilspot Communication
9CE951	Shenzhen Sang Fei Consumer Communications Ltd., Co.
B8D50B	Sunitec Enterprise Co.,Ltd
BC66DE	Shadow Creator Information Technology Co.,Ltd.
1868CB	Hangzhou Hikvision Digital Technology Co.,Ltd.
C4AE12	Samsung Electronics Co.,Ltd
001FA4	SHENZHEN GONGJIN ELECTRONICS CO.,LT
D4DCCD	Apple, Inc.
484BAA	Apple, Inc.
DCA904	Apple, Inc.
6CAB31	Apple, Inc.
4C74BF	Apple, Inc.
04946B	TECNO MOBILE LIMITED
A04C5B	Shenzhen TINNO Mobile Technology Corp.
488803	ManTechnology Inc.
B436E3	KBVISION GROUP
94D299	Techmation Co.,Ltd.
341A35	Fiberhome Telecommunication Technologies Co.,LTD
2C029F	3ALogics
64D154	Routerboard.com
58D9D5	Tenda Technology Co.,Ltd.Dongguan branch
6C4B90	LiteON
00050F	Tanaka S/S Ltd.
989E63	Apple, Inc.
886B6E	Apple, Inc.
F4E4AD	zte corporation
28FF3E	zte corporation
B8D7AF	Murata Manufacturing Co., Ltd.
D4AE05	Samsung Electronics Co.,Ltd
E048AF	Premietech Limited
2C3311	Cisco Systems, Inc
5082D5	Apple, Inc.
F0EE10	Samsung Electronics Co.,Ltd
C4700B	GUANGZHOU CHIP TECHNOLOGIES CO.,LTD
3CA067	Liteon Technology Corporation
BC024A	HMD Global Oy
949901	Shenzhen YITOA Digital Appliance CO.,LTD
F85971	Intel Corporate
1005CA	Cisco Systems, Inc
7894B4	Sercomm Corporation.
443708	MRV Comunications
285F2F	RNware Co.,Ltd.
500FF5	Tenda Technology Co.,Ltd.Dongguan branch
BC452E	Knowledge Development for POF S.L.
DCC64B	HUAWEI TECHNOLOGIES CO.,LTD
043389	HUAWEI TECHNOLOGIES CO.,LTD
00A068	BHP LIMITED
703ACB	Google, Inc.
706DEC	Wifi-soft LLC
B0C205	BIONIME
94F551	Cadi Scientific Pte Ltd
105AF7	ADB Italia
B81DAA	LG Electronics (Mobile Communications)
00E400	Sichuan Changhong Electric Ltd.
2C55D3	HUAWEI TECHNOLOGIES CO.,LTD
00C024	EDEN SISTEMAS DE COMPUTACAO SA
7C4685	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
1C1EE3	Hui Zhou Gaoshengda Technology Co.,LTD
44032C	Intel Corporate
7868F7	YSTen Technology Co.,Ltd
004BF3	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
08CCA7	Cisco Systems, Inc
0896AD	Cisco Systems, Inc
0823B2	vivo Mobile Communication Co., Ltd.
88C3B3	SOVICO
E05124	NXP Semiconductors
001DA3	SabiOso
542F8A	TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
6014B3	CyberTAN Technology Inc.
105611	ARRIS Group, Inc.
347877	O-Net Communications (Shenzhen) Limited
0020CC	DIGITAL SERVICES, LTD.
689FF0	zte corporation
5CAF06	LG Electronics (Mobile Communications)
00179B	CHANT SINCERE CO.,LTD
1C398A	Fiberhome Telecommunication Technologies Co.,LTD
E865D4	Tenda Technology Co.,Ltd.Dongguan branch
24D51C	Zhongtian broadband technology co., LTD
EC43F6	Zyxel Communications Corporation
60C658	PHYTRONIX Co.,Ltd.
FCB58A	Wapice Ltd.
A462DF	DS Global. Co., LTD
4C1694	shenzhen sibituo Technology Co., Ltd
C81451	HUAWEI TECHNOLOGIES CO.,LTD
44D437	Inteno Broadband Technology AB
ECE154	Beijing Unisound Information Technology Co.,Ltd.
6C160E	ShotTracker
803A0A	Integrated Device Technology (Malaysia) Sdn. Bhd.
0C73BE	Dongguan Haimai Electronie Technology Co.,Ltd
286F7F	Cisco Systems, Inc
F0C850	HUAWEI TECHNOLOGIES CO.,LTD
00014F	Adtran Inc
285261	Cisco Systems, Inc
C8AA55	Hunan Comtom Electronic Incorporated Co.,Ltd
20780B	Delta Faucet Company
8809AF	Masimo Corporation
2CD02D	Cisco Systems, Inc
9CCC83	Juniper Networks
24A7DC	BSkyB Ltd
64DBA0	Select Comfort
F8983A	Leeman International (HongKong) Limited
4CECEF	Soraa, Inc.
1CEFCE	bebro electronic GmbH
98B6E9	Nintendo Co.,Ltd
F015B9	PlayFusion Limited
64B0A6	Apple, Inc.
7C04D0	Apple, Inc.
84FCAC	Apple, Inc.
DC0C5C	Apple, Inc.
70700D	Apple, Inc.
30E171	Hewlett Packard
186590	Apple, Inc.
F86214	Apple, Inc.
784F43	Apple, Inc.
404D7F	Apple, Inc.
001D72	Wistron Corporation
D8197A	Nuheara Ltd
4C38D5	MITAC COMPUTING TECHNOLOGY CORPORATION
54B56C	Xi'an NovaStar Tech Co., Ltd
344CC8	Echodyne Corp
64136C	zte corporation
04B648	ZENNER
98F199	NEC Platforms, Ltd.
1840A4	Shenzhen Trylong Smart Science and Technology Co., Ltd.
1C48CE	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
C80CC8	HUAWEI TECHNOLOGIES CO.,LTD
0425C5	HUAWEI TECHNOLOGIES CO.,LTD
603E7B	Gafachi, Inc.
4C7487	Leader Phone Communication Technology Co., Ltd.
AC83F3	AMPAK Technology, Inc.
CC8CDA	Shenzhen Wei Da Intelligent Technology Go.,Ltd
D436DB	Jiangsu Toppower Automotive Electronics Co., Ltd
2CDCAD	Wistron Neweb Corporation
6C5C14	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E80945	Integrated Device Technology (Malaysia) Sdn. Bhd.
B0A2E7	Shenzhen TINNO Mobile Technology Corp.
7C2587	chaowifi.com
2C2131	Juniper Networks
00501E	Grass Valley, A Belden Brand
EC0D9A	Mellanox Technologies, Inc.
90D7BE	Wavelab Global Inc.
244E7B	IEEE Registration Authority
30AEA4	Espressif Inc.
3CFA43	HUAWEI TECHNOLOGIES CO.,LTD
145F94	HUAWEI TECHNOLOGIES CO.,LTD
001F82	Cal-Comp Electronics & Communications Company Ltd.
883C1C	MERCURY CORPORATION
002144	SS Telecoms
006BF1	Cisco Systems, Inc
2834A2	Cisco Systems, Inc
7823AE	ARRIS Group, Inc.
20719E	SF Technology Co.,Ltd
2CC260	Oracle Corporation
3C3F51	2CRSI
3C2AF4	Brother Industries, LTD.
C0854C	Ragentek Technology Group
0024AC	Hangzhou DPtech Technologies Co., Ltd.
50584F	waytotec,Inc.
085DDD	MERCURY CORPORATION
8C60E7	MPGIO CO.,LTD
